scopus_source_id,title,citescore,percentile,citation_count,scholarly_output,percent_cited,snip,sjr,rank,rank_outof,publisher,type,open_access,scopus_asjc_code,subject_area,quartile,top_10%,scopus_link,index,publisher2,percentile2,frequency,journal_website,review_time,open_access2,print_issn,e_issn,my_index,my_publisher,my_percentile,my_frequency,my_open_access,PSI
21100432047,Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa,0.65,22,247,378,41,0.996,0.277,212,272,Space Research Institute of the Russian Academy of Sciences,Journal,YES,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100432047,Scopus,Others,400,Bi-monthly,,,Yes,2070-7401,2411-0280,0.30712558847351823,0.023390271250263286,0.21491513548508182,0.01150157901022914,0.22314460170198686,0.7800771759210794
21100432792,Journal of Electronic Science and Technology,0.26,5,46,178,20,0.103,0.128,256,272,University of Electronic Science and Technology of China,Journal,YES,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100432792,Scopus,Others,400,Bi-monthly,,,Yes,1674-862X,,0.30712558847351823,0.023390271250263286,0.21491513548508182,0.01150157901022914,0.22314460170198686,0.7800771759210794
24162,Computing and Informatics,0.66,22,109,166,40,0.495,0.186,209,272,Slovak Academy of Sciences,Journal,YES,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/24162,Scopus,Others,400,Bi-monthly,http://www.cai.sk/,,Yes,1335-9150,,0.30712558847351823,0.023390271250263286,0.21491513548508182,0.01150157901022914,0.22314460170198686,0.7800771759210794
21100812152,International Journal of Networked and Distributed Computing,0.3,8,23,77,18,0.273,0.137,248,272,Atlantis Press,Journal,YES,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100812152,Scopus,Others,400,Quarterly,https://www.atlantis-press.com/journals/ijndc,13 weeks,Yes,2211-7938,2211-7946,0.30712558847351823,0.023390271250263286,0.21491513548508182,0.00920126320818331,0.22314460170198686,0.7777768601190334
21100826268,Computer Science,0.38,11,9,24,25,0.569,0.106,241,272,AGH University of Science and Technology,Journal,YES,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100826268,Scopus,Others,400,Quarterly,https://journals.agh.edu.pl/csci,20 weeks,Yes,1508-2806,2300-7036,0.30712558847351823,0.023390271250263286,0.21491513548508182,0.00920126320818331,0.22314460170198686,0.7777768601190334
21100845659,Revista Chilena de Derecho y Tecnologia,0.0,0,0,12,0,0,0.102,272,272,Universidad de Chile,Journal,YES,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100845659,Scopus,Others,400,Semi-annual,http://www.rchdt.uchile.cl/,2 weeks,Yes,0719-2576,0719-2584,0.30712558847351823,0.023390271250263286,0.21491513548508182,0.004391511985723853,0.22314460170198686,0.7729671088965739
21100855883,International Journal of Electrical and Computer Engineering Systems,0.3,8,6,20,25,0.242,0.109,248,272,"J.J. Strossmayer University of Osijek, Faculty of Electrical Engineering, Computer Science and Information Technology",Journal,YES,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100855883,Scopus,Others,400,Semi-annual,http://www.etfos.unios.hr/ijeces/,,Yes,1847-6996,1847-7003,0.30712558847351823,0.023390271250263286,0.21491513548508182,0.004391511985723853,0.22314460170198686,0.7729671088965739
21100791292,Journal of Big Data,8.79,96,897,102,84,4.117,1.124,10,272,Springer Open,Journal,YES,1705,Computer Networks and Communications,Quartile1,Top 10%,https://www.scopus.com/sourceid/21100791292,Scopus,Springer,100,Bi-monthly,,,Yes,,2196-1115,0.30712558847351823,0.163731898751843,0.021491513548508184,0.01150157901022914,0.22314460170198686,0.7269951814860856
21100383744,Journal of Cloud Computing,3.25,79,244,75,71,1.503,0.353,55,272,Springer Science + Business Media,Journal,YES,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/21100383744,Scopus,Springer,100,Bi-monthly,,,Yes,,2192-113X,0.30712558847351823,0.163731898751843,0.021491513548508184,0.01150157901022914,0.22314460170198686,0.7269951814860856
28888,Computer Law and Security Review,1.39,47,336,241,39,1.133,0.458,144,272,Elsevier Ltd,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/28888,Scopus,Elsevier,300,Bi-monthly,http://www.elsevier.com/wps/find/journaldescription.cws_home/422550/description#description,,No,0267-3649,,0.30712558847351823,0.23390271250263286,0.15044059483955727,0.01150157901022914,0.022314460170198686,0.7252849349961362
15552,Microprocessors and Microsystems,1.44,48,646,448,58,0.897,0.264,141,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/15552,Scopus,Elsevier,300,Bi-monthly,http://www.journals.elsevier.com/microprocessors-and-microsystems/#description,,No,0141-9331,1872-9436,0.30712558847351823,0.23390271250263286,0.15044059483955727,0.01150157901022914,0.022314460170198686,0.7252849349961362
19600166316,Journal of Internet Services and Applications,3.24,79,178,55,73,1.544,0.397,56,272,Springer London,Journal,YES,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/19600166316,Scopus,Springer,100,Annual,http://www.jisajournal.com/,13 weeks,Yes,1867-4828,1869-0238,0.30712558847351823,0.163731898751843,0.021491513548508184,0.0020911961836780255,0.22314460170198686,0.7175847986595343
21100857424,SCIRES-IT,1.0,38,19,19,47,0.271,0.286,167,272,Caspur-Ciber Publishing,Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/21100857424,Scopus,Others,300,Bi-monthly,,,Yes,,2239-4303,0.30712558847351823,0.023390271250263286,0.15044059483955727,0.01150157901022914,0.22314460170198686,0.7156026352755548
21100843325,Supercomputing Frontiers and Innovations,0.93,34,67,72,42,0.952,0.153,178,272,South Ural State University,Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/21100843325,Scopus,Others,300,Bi-monthly,,,Yes,2409-6008,2313-8734,0.30712558847351823,0.023390271250263286,0.15044059483955727,0.01150157901022914,0.22314460170198686,0.7156026352755548
11700154336,Journal of Computer Science,0.69,25,173,251,34,0.635,0.162,202,272,Science Publications,Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/11700154336,Scopus,Others,300,Bi-monthly,,,Yes,1549-3636,1552-6607,0.30712558847351823,0.023390271250263286,0.15044059483955727,0.01150157901022914,0.22314460170198686,0.7156026352755548
21100799500,Indonesian Journal of Electrical Engineering and Computer Science,0.97,37,693,715,50,0.724,0.238,169,272,Institute of Advanced Engineering and Science (IAES),Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/21100799500,Scopus,Others,300,Bi-monthly,,,Yes,2502-4752,2502-4760,0.30712558847351823,0.023390271250263286,0.15044059483955727,0.01150157901022914,0.22314460170198686,0.7156026352755548
21100394784,International Journal of Interactive Mobile Technologies,1.28,44,214,167,46,0.776,0.22,152,272,Kassel University Press GmbH,Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/21100394784,Scopus,Others,300,Bi-monthly,,,Yes,,1865-7923,0.30712558847351823,0.023390271250263286,0.15044059483955727,0.01150157901022914,0.22314460170198686,0.7156026352755548
19900195075,International Journal of Communication Networks and Information Security,1.44,48,138,96,66,1.215,0.232,141,272,"Institute of Information Technology, Kohat University of Science and Technology",Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/19900195075,Scopus,Others,300,Bi-monthly,,,Yes,2076-0930,2073-607X,0.30712558847351823,0.023390271250263286,0.15044059483955727,0.01150157901022914,0.22314460170198686,0.7156026352755548
20000195009,International Journal of Electronics and Telecommunications,0.79,29,135,171,41,0.592,0.193,193,272,"Polish Academy of Sciences, Committee of Electronics and Telecommunications",Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/20000195009,Scopus,Others,300,Quarterly,http://ijet.pl/,12 weeks,Yes,2081-8491,2300-1933,0.30712558847351823,0.023390271250263286,0.15044059483955727,0.00920126320818331,0.22314460170198686,0.713302319473509
17543,Wireless Communications and Mobile Computing,1.47,49,898,610,58,0.613,0.246,138,272,Hindawi Limited,Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/17543,Scopus,Others,300,Annual,https://www.hindawi.com/journals/wcmc/,28 weeks,Yes,1530-8669,1530-8677,0.30712558847351823,0.023390271250263286,0.15044059483955727,0.0020911961836780255,0.22314460170198686,0.7061922524490036
21100788912,"African Journal of Science, Technology, Innovation and Development",0.51,18,100,196,32,0.491,0.168,223,272,Taylor and Francis Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100788912,Scopus,Taylor and Francis,400,Bi-monthly,http://www.tandfonline.com/action/journalInformation?journalCode=rajs20,,No,2042-1338,2042-1346,0.30712558847351823,0.12864649187644808,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6845032550154759
21100854223,International Journal of Electronics Letters,0.5,16,58,117,34,0.295,0.158,225,272,Taylor and Francis Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100854223,Scopus,Taylor and Francis,400,Bi-monthly,,,No,2168-1724,2168-1732,0.30712558847351823,0.12864649187644808,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6845032550154759
27358,New Review of Information Networking,0.19,2,9,47,17,0.207,0.114,264,272,Taylor and Francis Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/27358,Scopus,Taylor and Francis,400,Bi-monthly,,,No,1361-4576,1740-7869,0.30712558847351823,0.12864649187644808,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6845032550154759
100147332,"International Journal of Parallel, Emergent and Distributed Systems",0.63,21,82,131,30,0.464,0.177,214,272,Taylor and Francis Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/100147332,Scopus,Taylor and Francis,400,Bi-monthly,http://www.tandfonline.com/loi/gpaa20,,No,1744-5760,1744-5779,0.30712558847351823,0.12864649187644808,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6845032550154759
22313,Performance Evaluation,1.92,62,267,139,68,1.37,0.517,103,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/22313,Scopus,Elsevier,200,Monthly,http://www.journals.elsevier.com/performance-evaluation/#description,,No,0166-5316,1872-745X,0.30712558847351823,0.23390271250263286,0.08596605419403273,0.013801894812274968,0.022314460170198686,0.6631107101526574
26138,Parallel Computing,1.72,56,333,194,62,1.043,0.328,117,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/26138,Scopus,Elsevier,200,Monthly,http://www.journals.elsevier.com/parallel-computing/#description,,No,0167-8191,1872-7336,0.30712558847351823,0.23390271250263286,0.08596605419403273,0.013801894812274968,0.022314460170198686,0.6631107101526574
19700174753,Nano Communication Networks,2.47,72,200,81,62,0.818,0.357,74,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/19700174753,Scopus,Elsevier,200,Quarterly,http://www.elsevier.com/wps/find/journaldescription.cws_home/722774/description#description,,No,1878-7789,1878-7797,0.30712558847351823,0.23390271250263286,0.08596605419403273,0.00920126320818331,0.022314460170198686,0.6585100785485657
2900147403,Optical Switching and Networking,1.65,54,221,134,71,0.748,0.262,123,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/2900147403,Scopus,Elsevier,200,Quarterly,http://www.journals.elsevier.com/optical-switching-and-networking/#description,,No,1573-4277,1872-9770,0.30712558847351823,0.23390271250263286,0.08596605419403273,0.00920126320818331,0.022314460170198686,0.6585100785485657
21100409130,Frontiers of Information Technology and Electronic Engineering,1.38,46,519,377,57,0.708,0.236,145,272,Springer Science + Business Media,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/21100409130,Scopus,Springer,300,Monthly,http://www.springer.com/computer/journal/11714,,No,2095-9184,2095-9230,0.30712558847351823,0.163731898751843,0.15044059483955727,0.013801894812274968,0.022314460170198686,0.6574144370473922
29089,Photonic Network Communications,1.38,46,337,244,46,0.637,0.258,145,272,Springer Netherlands,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/29089,Scopus,Springer,300,Bi-monthly,http://www.springerlink.com/content/103282/,,No,1387-974X,1572-8188,0.30712558847351823,0.163731898751843,0.15044059483955727,0.01150157901022914,0.022314460170198686,0.6551141212453464
21100217227,Iranian Journal of Science and Technology - Transactions of Electrical Engineering,0.82,31,33,40,48,0.409,0.166,187,272,Springer International Publishing AG,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/21100217227,Scopus,Springer,300,Quarterly,http://link.springer.com/journal/40998,,No,2228-6179,2364-1827,0.30712558847351823,0.163731898751843,0.15044059483955727,0.00920126320818331,0.022314460170198686,0.6528138054433005
19600156814,Cryptography and Communications,1.31,44,128,98,55,1.268,0.547,151,272,Springer Publishing Company,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/19600156814,Scopus,Springer,300,Quarterly,http://www.springerlink.com/content/1936-2455,,No,1936-2447,1936-2455,0.30712558847351823,0.163731898751843,0.15044059483955727,0.00920126320818331,0.022314460170198686,0.6528138054433005
19515,International Journal of Wireless Information Networks,1.45,48,152,105,56,0.593,0.218,139,272,Springer New York,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/19515,Scopus,Springer,300,Quarterly,http://www.springer.com/engineering/electronics/journal/10776,,No,1068-9605,1572-8129,0.30712558847351823,0.163731898751843,0.15044059483955727,0.00920126320818331,0.022314460170198686,0.6528138054433005
15583,New Generation Computing,0.95,35,59,62,48,0.579,0.242,175,272,Springer Japan,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/15583,Scopus,Springer,300,Quarterly,http://www.springerlink.com/content/1882-7055,,No,0288-3635,1882-7055,0.30712558847351823,0.163731898751843,0.15044059483955727,0.00920126320818331,0.022314460170198686,0.6528138054433005
5800173381,International Journal of Distributed Sensor Networks,1.63,54,2337,1438,53,0.79,0.272,124,272,SAGE Publications Inc.,Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/5800173381,Scopus,Others,200,Bi-monthly,,,Yes,1550-1329,1550-1477,0.30712558847351823,0.023390271250263286,0.08596605419403273,0.01150157901022914,0.22314460170198686,0.6511280946300302
21100316001,Journal of Biomedical Semantics,1.92,62,304,158,73,1.14,0.917,103,272,BioMed Central Ltd.,Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/21100316001,Scopus,Others,200,Bi-monthly,,,Yes,,2041-1480,0.30712558847351823,0.023390271250263286,0.08596605419403273,0.01150157901022914,0.22314460170198686,0.6511280946300302
11800154542,"International Journal of Computers, Communications and Control",1.56,51,309,198,51,0.754,0.368,132,272,"CCC Publications, R & D Agora",Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/11800154542,Scopus,Others,200,Bi-monthly,http://univagora.ro/jour/index.php/ijccc,25 weeks,Yes,1841-9836,1841-9844,0.30712558847351823,0.023390271250263286,0.08596605419403273,0.01150157901022914,0.22314460170198686,0.6511280946300302
200147134,First Monday,1.67,55,488,293,55,0.973,0.579,121,272,First Monday,Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/200147134,Scopus,Others,200,Bi-monthly,,,Yes,1396-0466,,0.30712558847351823,0.023390271250263286,0.08596605419403273,0.01150157901022914,0.22314460170198686,0.6511280946300302
21100829272,Electronics (Switzerland),2.49,73,636,255,66,1.076,0.461,73,272,Multidisciplinary Digital Publishing Institute,Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/21100829272,Scopus,Others,200,Bi-monthly,,,Yes,,2079-9292,0.30712558847351823,0.023390271250263286,0.08596605419403273,0.01150157901022914,0.22314460170198686,0.6511280946300302
21100409311,Future Internet,1.89,60,325,172,64,0.869,0.243,107,272,Multidisciplinary Digital Publishing Institute,Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/21100409311,Scopus,Others,200,Bi-monthly,,,Yes,,1999-5903,0.30712558847351823,0.023390271250263286,0.08596605419403273,0.01150157901022914,0.22314460170198686,0.6511280946300302
21100855505,Journal of Cybersecurity,2.3,70,92,40,65,1.712,0.469,80,272,Oxford University Press,Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/21100855505,Scopus,Others,200,Bi-monthly,,,Yes,,2057-2093,0.30712558847351823,0.023390271250263286,0.08596605419403273,0.01150157901022914,0.22314460170198686,0.6511280946300302
21100830709,Journal of Sensor and Actuator Networks,2.58,74,168,65,82,1.036,0.323,69,272,MDPI AG,Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/21100830709,Scopus,Others,200,Bi-monthly,,,Yes,,2224-2708,0.30712558847351823,0.023390271250263286,0.08596605419403273,0.01150157901022914,0.22314460170198686,0.6511280946300302
13427,Bulletin of the Polish Academy of Sciences: Technical Sciences,1.67,55,470,281,66,1.293,0.375,121,272,Polish Academy of Sciences,Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/13427,Scopus,Others,200,Bi-monthly,https://journals.pan.pl/bpasts,40 weeks,Yes,0239-7528,2300-1917,0.30712558847351823,0.023390271250263286,0.08596605419403273,0.01150157901022914,0.22314460170198686,0.6511280946300302
54666,International Journal of Networking and Virtual Organisations,0.37,10,25,68,25,0.227,0.142,243,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/54666,Scopus,Inderscience,400,Bi-monthly,,,No,1470-9503,1741-5225,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
21100855995,International Journal of Cloud Computing,0.24,5,5,21,10,0.035,0.107,258,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100855995,Scopus,Inderscience,400,Bi-monthly,,,No,2043-9989,2043-9997,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
14411,International Journal of Information Technology and Management,0.43,13,30,70,26,0.48,0.132,236,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/14411,Scopus,Inderscience,400,Bi-monthly,,,No,1461-4111,1741-5179,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
17700156776,International Journal of Information and Communication Technology,0.36,10,64,177,24,0.387,0.165,244,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/17700156776,Scopus,Inderscience,400,Bi-monthly,,,No,1466-6642,1741-8070,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
15657,International Journal of Web Engineering and Technology,0.27,6,15,56,21,0.195,0.13,252,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/15657,Scopus,Inderscience,400,Bi-monthly,,,No,1476-1289,1741-9212,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
19400156805,International Journal of Information and Computer Security,0.5,16,27,54,33,0.588,0.144,225,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/19400156805,Scopus,Inderscience,400,Bi-monthly,,,No,1744-1765,1744-1773,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
19300157106,International Journal of Internet Manufacturing and Services,0.23,4,5,22,14,0.104,0.115,260,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/19300157106,Scopus,Inderscience,400,Bi-monthly,,,No,1751-6048,1751-6056,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
16800154719,International Journal of Security and Networks,0.67,23,46,69,32,0.464,0.149,208,272,Inderscience Enterprises Ltd,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/16800154719,Scopus,Inderscience,400,Bi-monthly,,,No,1747-8405,1747-8413,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
21100220476,International Journal of Work Innovation,0.19,2,6,31,16,0.179,0.137,264,272,Inderscience Publishers,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100220476,Scopus,Inderscience,400,Bi-monthly,,,No,2043-9032,2043-9040,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
21100198552,International Journal of Applied Cryptography,0.31,9,4,13,31,0.265,0.122,247,272,Inderscience Publishers,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100198552,Scopus,Inderscience,400,Bi-monthly,,,No,1753-0563,1753-0571,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
21100396293,International Journal of Electronic Finance,0.62,20,8,13,38,0.061,0.179,216,272,Inderscience Publishers,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/21100396293,Scopus,Inderscience,400,Bi-monthly,,,No,1746-0069,1746-0077,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.01150157901022914,0.022314460170198686,0.6494178481400811
12600154734,International Journal of Electronic Security and Digital Forensics,0.61,20,43,70,41,0.311,0.135,217,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/12600154734,Scopus,Inderscience,400,Quarterly,http://www.inderscienceonline.com/loi/ijesdf,,No,1751-911X,1751-9128,0.30712558847351823,0.09356108500105315,0.21491513548508182,0.00920126320818331,0.022314460170198686,0.6471175323380352
