Scopus Source ID,Subject Area,Index,Publisher,Percentile,Frequency,Open Access,Review Time
24807,Artificial Intelligence,1.0,0.85,1.0,0.2,0.5,1.0
24822,Artificial Intelligence,1.0,1.0,0.7,0.8,0.5,0.4
24823,Artificial Intelligence,1.0,0.85,1.0,0.2,0.5,1.0
24825,Artificial Intelligence,1.0,0.85,1.0,0.2,0.5,1.0
24847,Artificial Intelligence,1.0,0.1,0.3,0.6,0.5,0.6
25476,Artificial Intelligence,1.0,0.55,0.3,0.4,0.5,0.8
25482,Artificial Intelligence,1.0,0.1,0.5,0.2,0.5,1.0
25507,Artificial Intelligence,1.0,0.1,0.3,0.6,1.0,0.6
25621,Artificial Intelligence,1.0,0.1,0.7,0.2,0.5,1.0
26138,Artificial Intelligence,1.0,0.85,0.7,0.2,0.5,1.0
26529,Artificial Intelligence,1.0,0.85,1.0,0.6,0.5,0.6
26801,Artificial Intelligence,1.0,0.1,1.0,1.0,1.0,0.2
26803,Artificial Intelligence,1.0,0.85,0.7,0.8,0.5,0.4
27190,Artificial Intelligence,1.0,1.0,0.3,0.4,0.5,0.8
28380,Artificial Intelligence,1.0,0.1,0.7,0.8,0.5,0.4
28424,Artificial Intelligence,1.0,0.1,0.7,1.0,0.5,0.2
36450,Artificial Intelligence,1.0,0.85,1.0,0.4,0.5,0.8
4000148905,Artificial Intelligence,1.0,0.7,1.0,0.4,0.5,0.8
4700152208,Artificial Intelligence,1.0,0.1,0.5,0.2,0.5,1.0
4700152645,Artificial Intelligence,1.0,0.1,0.5,0.6,0.5,0.6
5800207596,Artificial Intelligence,1.0,0.1,0.3,0.6,1.0,0.6
6700153285,Artificial Intelligence,1.0,0.4,0.5,0.2,0.5,1.0
72242,Artificial Intelligence,1.0,1.0,1.0,0.2,0.5,1.0
79015,Artificial Intelligence,1.0,0.1,0.5,0.8,0.5,0.4
87936,Artificial Intelligence,1.0,0.1,0.3,0.4,0.5,0.8
9500154152,Artificial Intelligence,1.0,1.0,0.7,0.2,0.5,1.0
